Gene_id	A1	B1	A2	A3	B2	B3	length
G003306	1881	1416	2597	2047	719	1077	1722
G003307	649	2377	164	587	1175	524	2167
G003308	890	3470	679	914	1705	1242	2268
G003309	2057	4629	5799	2457	2220	2032	1347
G003310	1086	3128	952	1060	1624	1005	1625
G003311	1019	1438	1533	1178	1113	841	834
G003312	4393	5397	4906	4692	3817	4530	1083
G003313	379	728	472	415	333	305	1667
G003314	521	1115	557	537	459	357	1932
G003315	15214	4034	13461	14919	5084	7772	627
G003316	1037	1590	698	898	598	873	2568
G003317	2991	25920	1333	4070	12079	7764	1173
G003318	1977	1111	1740	2660	1007	1094	396
G003319	2830	7642	1650	3133	4704	3462	1185
G003320	20251	14844	19895	18576	7080	15265	1054
G003321	249	735	77	282	545	149	633
G003322	226	60	366	197	35	50	546
G003323	719	1899	644	745	514	732	2095
G003324	1800	2757	2972	1913	1320	1819	2329
G003325	318	831	222	360	428	337	1068
G003326	2653	941	1839	2548	797	1709	672
G003327	215	313	335	276	129	186	399
G003328	1072	3123	953	1237	1572	1664	2676
G003329	1329	1954	619	1457	1162	922	780
G003330	862	1133	1407	1179	815	534	619
G003331	2350	4706	2508	3265	2836	1515	1429
G003332	463	1200	438	464	757	644	1512
G003333	158	296	181	131	298	202	426
G003334	939	291	950	908	223	2114	591
G003335	228	100	291	187	96	186	606
G003336	203	202	115	246	192	172	632
G003337	793	2507	550	896	1850	1016	588
G003338	425	502	369	453	491	492	1121
G003339	5357	11148	4364	5340	9756	4062	869
G003340	250	107	325	211	61	64	675
G003341	1840	2752	1851	1874	1646	1844	1527
G003342	804	3269	896	760	1505	1383	1245
G003343	266	178	170	264	129	388	1023
G003344	1771	1451	3627	2294	797	1194	999
G003345	2361	1145	2840	2505	872	2148	740
G003346	1372	679	1534	1929	650	1439	2502
G003347	350	563	409	331	338	285	2112
G003348	9	15	72	78	4	88	834
G003349	260	1037	276	391	471	463	1494
G003350	513	483	731	705	322	403	915
G003351	794	1652	1105	964	1251	883	918
G003352	743	819	772	858	736	881	731
G003353	959	1585	486	1033	1093	697	1236
G003354	536	483	877	485	296	459	640
G003355	308	264	487	327	239	203	672
G003356	4554	7799	5879	5514	4436	4986	1599
G003357	2723	3095	3169	2788	2457	3439	593
G003358	183	294	420	278	217	171	969
G003359	265	1302	314	313	593	613	5758
G003360	108	258	175	140	98	135	690
G003361	836	2684	1544	935	1008	1112	1545
G003362	171	917	129	171	386	377	1298
G003363	6795	6439	5045	8185	4904	7493	1045
G003364	899	1815	353	921	1374	606	858
G003365	962	2712	664	1043	1002	781	801
G003366	243	61	160	273	30	43	321
G003367	7917	9016	8449	7636	8014	8405	663
G003368	750	3022	627	803	1286	1458	2880
G003369	446	439	682	608	215	621	1036
G003370	942	2661	1052	998	1030	1030	1086
G003371	791	1230	677	727	575	752	2721
G003372	1667	1028	4560	1720	810	631	489
G003373	395	1301	559	466	645	646	1764
G003374	1012	2222	1482	977	1064	1298	2007
G003375	327	202	392	410	98	196	330
G003376	872	1536	911	977	629	1119	1488
G003377	231	393	355	248	255	201	987
G003378	647	1851	407	650	641	630	1943
G003379	1177	797	2572	1420	523	754	1234
G003380	3902	1909	3270	4568	1430	3543	564
G003381	3989	11217	2081	4413	7451	4566	1767
G003382	12364	20236	15627	12384	7688	3987	510
G003383	20	51	63	46	29	115	1611
G003384	483	1446	946	515	778	665	1881
G003385	1662	2338	2400	1727	1258	1083	840
G003386	571	1000	1498	974	410	1013	2892
G003387	1045	1061	757	1038	502	840	1032
G003388	570	4169	460	633	1940	1772	1401
G003389	84	313	196	97	207	222	1539
G003390	289	1491	274	345	633	596	1944
G003391	431	576	682	527	364	372	561
G003392	4325	1894	3695	5945	1656	4820	246
G003393	808	1270	609	943	1185	743	1310
G003394	237	197	312	351	102	232	390
G003395	997	1729	1212	1189	761	1147	1233
G003396	1876	5720	3076	2237	3135	1762	384
G003397	277	145	490	450	103	291	553
G003398	1000	1424	1065	1167	987	759	768
G003399	884	415	873	1192	367	969	712
G003400	5287	7875	6423	6083	3353	7059	4295
G003401	2229	1405	3012	2490	746	1854	1131
G003402	28485	22708	29734	30966	10971	30124	486
G003403	36248	15721	54475	36108	9458	11952	531
G003404	5873	7677	7503	5699	4644	3447	1101
G003405	6350	9272	9463	7835	5555	7597	1540
G003406	3136	1465	2767	3167	892	2742	462
G003407	458	1978	377	439	836	508	739
G003408	280	76	81	330	135	171	1005
G003409	83	70	126	141	36	59	1902
G003410	23	13	33	11	7	12	339
G003411	736	590	1086	699	240	415	666
G003412	2288	1404	2476	2282	1188	1827	804
G003413	60	30	54	72	26	19	498
G003414	11	10	19	25	14	10	775
G003415	131	116	242	191	132	65	828
G003416	118	58	231	118	30	79	675
G003417	145	32	272	188	16	180	492
G003418	718	1453	1247	844	896	829	649
G003419	7442	4375	4365	7479	2854	4421	719
G003420	171	485	122	179	213	230	1389
G003421	100	56	132	71	33	52	645
G003422	1466	1225	1867	1684	745	1374	1236
G003423	276	560	212	232	317	253	3141
G003424	122	491	139	123	198	201	2019
G003425	1004	2983	726	940	1727	1022	2355
G003426	5110	10635	2424	4804	9067	6014	1047
G003427	577	2180	438	721	924	760	2329
G003428	1417	4076	1406	1384	2233	1982	771
G003429	2436	5435	4714	3556	2769	5074	4089
G003430	3495	5521	3380	3507	3020	3029	1494
G003431	321	937	337	466	423	499	2001
G003432	244	339	267	285	260	245	2364
G003433	514	363	846	438	253	267	573
G003434	1104	4174	462	1257	2643	779	674
G003435	516	1447	969	491	1040	446	513
G003436	2378	6265	1490	2151	2623	1988	4124
G003437	2795	13579	1406	3031	7293	2760	1074
G003438	691	1015	2294	1055	625	1018	1818
G003439	830	261	707	748	184	1078	720
G003440	81906	46719	116000	98566	48254	58441	411
G003441	990	3169	653	892	1224	1366	2325
G003442	67	88	87	98	31	127	900
G003443	69	296	69	84	158	67	932
G003444	267	734	149	325	384	211	1425
G003445	262	873	230	269	346	312	1968
G003446	10168	5868	16429	11230	4808	5604	572
G003447	1619	1125	1341	1538	891	1039	882
G003448	16091	9860	11895	18312	6920	10888	834
G003449	2118	4135	3940	2468	2134	3072	1992
G003450	1315	3634	1815	1410	2520	1383	1548
G003451	16396	30822	11181	14721	22718	18698	1077
G003452	1992	5549	1073	2354	3060	2828	3279
G003453	1514	1385	2886	1618	451	779	561
G003454	600	1283	194	684	934	654	1007
G003455	1062	924	1035	901	435	658	987
G003456	1839	6848	1192	1894	1962	1460	2124
G003457	2937	1551	2646	3680	1324	2389	551
G003458	51	94	48	68	66	26	309
G003459	917	1610	1403	1032	941	764	1236
G003460	565	489	663	502	302	260	1565
G003461	164	266	362	340	92	184	2847
G003462	22352	10975	13586	25593	8796	20348	1026
G003463	2232	7046	2052	2530	4545	2525	1845
G003464	237	46	426	216	40	30	324
G003465	602	567	767	663	275	275	1734
G003466	2061	5707	2461	2462	2333	2901	3528
G003467	1404	1312	2175	1431	770	670	744
G003468	651	1521	531	661	561	500	2202
G003469	4825	4478	2759	5252	3095	4847	2012
G003470	279	61	95	281	92	127	1077
G003471	260	463	245	251	257	226	591
G003472	497	474	491	547	278	184	1017
G003473	2867	4506	902	2627	2474	3090	3939
G003474	466	313	576	549	176	173	657
G003475	1666	3037	1459	1744	2600	1683	2328
G003476	634	419	608	653	278	303	603
G003477	1896	2164	2328	2116	1863	1137	702
G003478	41	70	58	55	36	40	1536
G003479	299	288	206	299	208	191	1581
G003480	271	1004	121	305	446	325	2738
G003481	2980	3444	2095	3541	3149	4417	1563
G003482	2769	2766	2875	2505	2312	1716	891
G003483	474	1412	271	463	545	320	1611
G003484	544	455	882	589	317	259	675
G003485	797	2068	527	767	831	594	2739
G003486	398	149	450	575	141	188	330
G003487	529	1104	200	591	587	379	1224
G003488	1450	2684	823	1317	1749	1423	1581
G003489	327	611	330	400	219	384	1533
G003490	380	1420	198	315	444	456	3216
G003491	243	280	162	293	123	136	744
G003492	658	1648	282	603	633	569	6186
G003493	308	1417	129	282	450	352	2946
G003494	1449	2662	3011	1705	1136	1668	2603
G003495	2145	6300	2472	2305	2874	3784	3297
G003496	3130	3181	4379	3220	1655	2560	444
G003497	4241	5449	3209	4530	3020	3211	1336
G003498	436	1690	593	502	711	981	1509
G003499	305	336	551	416	99	342	1515
G003500	558	2096	508	522	1130	734	993
G003501	729	2237	703	889	1123	871	1188
G003502	692	10738	560	781	5622	6275	5877
G003503	1041	3746	623	1093	1656	1561	5871
G003504	2463	7271	3344	2473	3615	3504	1761
G003505	1016	2110	688	1086	1259	1043	1242
G003506	325	584	352	316	333	505	1335
G003507	2612	1278	3805	3657	1677	3223	495
G003508	761	2035	646	743	843	1066	3789
G003509	2945	1202	2328	3272	958	2578	339
G003510	666	2057	1245	725	1202	955	1470
G003511	4929	14127	2786	5982	9248	11568	1637
G003512	224	344	625	328	163	449	3690
G003513	503	1679	478	502	763	544	1453
G003514	295	560	332	277	161	294	1515
G003515	185	571	173	244	180	361	2055
G003516	3915	1797	4132	3936	1535	3499	750
G003517	1090	761	1019	1238	468	1124	1245
G003518	251	1129	301	348	577	315	768
G003519	197	270	266	211	82	246	1143
G003520	1087	3697	1605	1023	1749	1800	2298
G003521	1178	2922	805	1443	1272	779	429
G003522	176	873	60	148	351	265	925
G003523	116	435	150	152	212	153	1020
G003524	2207	3401	4244	2896	2385	1819	727
G003525	808	3047	287	710	1280	667	810
G003526	6	19	15	15	13	18	842
G003527	11	29	26	18	24	13	1020
G003528	129	254	186	155	148	132	906
G003529	329	889	418	373	343	336	1122
G003530	1198	1740	1278	1261	907	972	1338
G003531	927	477	538	1083	526	656	438
G003532	1632	4418	1002	1844	2475	1482	2069
G003533	401	526	629	426	243	442	1257
G003534	65559	35304	62246	62666	26967	47038	742
G003535	738	1483	1618	745	653	1052	2165
G003536	55	132	171	73	52	54	984
G003537	1154	691	986	1621	500	1465	713
G003538	433	323	785	512	160	317	1719
G003539	558	3517	193	566	3918	2138	1001
G003540	620	666	846	873	429	532	1338
G003541	1188	694	947	1599	519	2547	636
G003542	222	706	240	253	600	375	438
G003543	297	1724	221	387	1170	876	1462
G003544	51	127	48	45	103	61	1305
G003545	7918	9225	11356	7998	4096	13279	756
G003546	676	2251	1028	687	1077	1222	2769
G003547	123	284	178	153	145	303	1140
G003548	3860	5863	3265	4493	3782	3196	1616
G003549	238	331	313	199	157	184	1815
G003550	1800	11705	1508	1729	4891	7218	1011
G003551	1251	2935	2559	1447	2253	1959	1185
G003552	2321	5437	1646	2133	2923	2265	1824
G003553	680	1543	543	863	1068	774	1113
G003554	2832	2868	2277	4252	2323	1302	570
G003555	1871	2219	1854	2200	2159	1637	609
G003556	532	689	546	691	300	261	1192
G003557	142	209	201	145	100	132	1749
G003558	2338	807	2992	3557	446	1737	1965
G003559	2956	3672	3882	3100	2492	1077	654
G003560	2158	5806	1019	2225	3361	2094	822
G003561	36450	31562	28586	51863	27971	21346	627
G003562	1559	2674	716	1712	2035	1237	942
G003563	236	319	290	257	179	152	1527
G003564	157	187	672	205	79	97	3120
G003565	165	244	245	182	85	153	1374
G003566	243	371	284	286	165	356	1143
G003567	1094	2996	852	1082	1175	1549	5694
G003568	8	14	9	9	22	6	1197
G003569	3370	4153	2505	3439	3583	7981	808
G003570	702	2887	610	763	1471	1121	3438
G003571	50	24	75	85	27	49	771
G003572	301	193	364	282	133	359	801
G003573	1420	3951	2143	1653	1649	1668	1603
G003574	375	917	531	458	443	725	1803
G003575	10	7	3	8	0	7	450
G003576	68	9	52	118	11	39	510
G003577	533	1166	407	525	429	489	3437
G003578	1815	1487	1468	1963	776	964	933
G003579	50931	354894	16525	46152	212636	226233	1194
G003580	9	15	63	7	30	8	636
G003581	116	45	273	149	78	109	381
G003582	1266	3801	400	1072	3522	968	689
G003583	74940	45325	73289	93449	40962	50542	784
G003584	782	1980	717	1020	1463	1122	897
G003585	2880	1499	4325	2859	1669	3554	749
G003586	788	905	1015	827	456	708	1602
G003587	2429	1954	1800	2256	1385	3246	693
G003588	2230	9558	2915	2423	3899	5134	1776
G003589	1461	5915	687	1522	3536	3125	1769
G003590	839	1330	672	936	919	785	839
G003591	2860	4691	2499	3010	3325	5400	819
G003592	532	2763	320	556	1484	1015	1776
G003593	3165	12733	3895	4101	10547	6450	962
G003594	488	4475	609	495	2156	1331	2203
G003595	2631	2127	2884	3579	2042	6470	391
G003596	150	474	168	144	453	377	1692
G003597	111	303	97	241	258	268	645
G003598	168	851	335	177	267	419	5478
G003599	201	296	548	176	173	109	624
G003600	461	1378	493	559	499	381	2880
G003601	948	473	1127	1136	198	633	1377
G003602	5425	16084	2029	5916	9429	7532	1257
G003603	627	959	881	1172	330	854	891
G003604	386	688	1009	789	214	734	2928
G003605	1275	3424	1309	1129	1946	1044	1008
G003606	1359	1774	1560	1743	882	939	1311
G003607	3361	1440	3763	4181	868	4253	512
G003608	1094	2877	1263	1313	1380	1075	1227
G003609	1272	1241	1433	1094	1045	741	456
G003610	556	716	933	555	246	602	1848
G003611	20	2487	15	17	842	1119	7281
G003612	803	438	1459	1257	192	735	1275
G003613	610	765	469	594	278	222	2013
G003614	28	101	43	44	17	35	425
G003615	522	1457	246	503	841	364	489
G003616	830	378	930	901	235	865	706
G003617	278	230	128	271	181	75	1362
G003618	1340	1970	1672	1716	865	927	2355
G003619	1042	236	1059	1135	134	308	780
G003620	1135	1494	1225	1169	728	785	1581
G003621	725	2612	1693	803	1252	1059	813
G003622	1344	756	1597	1768	459	1450	773
G003623	20523	50258	10466	27934	35873	26146	528
G003624	515	775	526	540	568	363	810
G003625	426	201	657	603	106	327	1161
G003626	618	747	600	655	233	254	930
G003627	4733	6504	2055	5554	3673	2043	722
G003628	6774	1697	5467	8184	1833	2910	189
G003629	1443	826	623	1251	425	443	1209
G003630	1774	1598	3338	1809	695	898	1269
G003631	17	25	26	30	13	19	891
G003632	19707	12554	17865	27597	9883	16213	612
G003633	939	695	1113	1054	406	1058	556
G003634	4904	16847	1848	5576	13854	7383	789
G003635	6389	13547	4571	6239	9328	5993	1182
G003636	4808	4172	3331	4905	3656	3449	947
G003637	224	1010	142	295	393	363	1515
G003638	273	601	176	277	360	233	732
G003639	344	1107	413	404	488	433	1323
G003640	655	1320	488	624	729	614	1062
G003641	249	939	381	388	386	455	1935
G003642	352	686	361	398	301	429	1245
G003643	2031	6695	1338	2592	3810	2777	876
G003644	778	2552	794	766	1160	1390	2121
G003645	1648	10856	1103	2054	6282	3459	1486
G003646	404	266	644	579	129	606	1353
G003647	227294	76987	259958	262359	63750	238345	660
G003648	847	3222	1021	861	2054	1365	1749
G003649	1126	917	2175	1731	602	869	1374
G003650	2731	7142	1939	3114	6087	2360	1339
G003651	114061	65929	129835	157010	34443	143862	387
G003652	240	350	174	263	216	174	1106
G003653	1069	1183	1471	1034	421	506	594
G003654	11580	19967	5687	13486	15279	12635	1191
G003655	22327	37748	17603	27453	35115	28169	1404
G003656	4061	3246	5823	4417	3604	4183	663
G003657	244	373	282	236	184	314	1509
G003658	294	615	351	320	309	251	2649
G003659	976	2573	1321	1013	1393	1176	1380
G003660	522	880	262	538	487	292	1929
G003661	4456	3190	5765	5593	2465	2245	431
G003662	3247	1629	5035	5127	2085	3327	519
G003663	340	995	605	473	644	469	894
G003664	461	1031	758	532	596	494	1329
G003665	322	1158	360	310	509	309	1313
G003666	1262	862	1837	1531	581	1103	408
G003667	817	1692	549	845	962	1087	1028
G003668	183	665	189	290	342	343	2099
G003669	432	577	632	410	239	199	1219
G003670	475	2503	286	545	1077	648	1806
G003671	513	1414	613	678	679	481	897
G003672	2220	2385	4424	2460	974	2067	1044
G003673	18639	30699	15549	24999	22049	51062	1038
G003674	7167	13692	6495	7246	8358	9251	1186
G003675	534	1483	674	576	823	636	2376
G003676	915	683	1084	1103	488	622	1053
G003677	34534	9379	23509	36343	8567	37106	648
G003678	172	1215	469	157	728	548	1530
G003679	1946	3845	1428	1833	2825	1604	729
G003680	22447	35788	6958	25540	18733	11630	2697
G003681	418	2270	270	465	994	480	1811
G003682	3431	2193	8090	3759	1696	7311	1077
G003683	1722	4172	1897	1819	2062	2547	2901
G003684	881	1772	802	902	634	1047	2797
G003685	2257	1907	678	2457	637	958	783
G003686	523	790	860	598	409	455	1134
G003687	388	876	255	381	569	291	1183
G003688	74	269	89	71	179	100	696
G003689	704	1828	798	718	1225	890	840
G003690	1710	5890	1271	1564	2347	1794	3390
G003691	1273	2328	923	1589	1177	1306	348
G003692	2421	6906	1814	2440	2932	2593	5016
G003693	401	355	440	384	154	272	1131
G003694	728	1127	493	701	566	357	1066
G003695	193	942	144	174	492	215	636
G003696	815	2618	788	949	1631	943	1470
G003697	953	1557	1035	933	642	899	6657
G003698	1827	1187	3086	1899	1105	3320	738
G003699	945	3945	762	994	1719	1751	1876
G003700	3580	3504	3723	4195	2244	4934	924
G003701	148	1308	219	219	572	323	609
G003702	572	1438	421	536	773	995	1317
G003703	743	1152	1330	854	724	645	1362
G003704	1098	1691	918	1029	1087	905	3369
G003705	2886	3317	3392	2948	1936	2057	2076
G003706	2605	5015	1429	2859	3421	2842	1492
G003707	570	1587	303	567	695	621	3523
G003708	461	791	512	487	361	437	1138
G003709	266	1252	79	234	481	445	2436
G003710	444	1653	677	496	705	528	1618
G003711	127	347	324	147	108	125	921
G003712	964	2224	409	763	1147	1160	1203
G003713	115	76	68	120	95	104	318
G003714	7100	8645	2694	6565	5344	6266	2076
G003715	2124	1427	1828	2210	702	2071	786
G003716	118	237	102	90	64	43	648
G003717	177	602	281	235	150	165	1494
G003718	915	4717	458	898	1507	875	1908
G003719	1371	1561	1240	1520	927	867	949
G003720	21734	16765	21028	25567	9429	39973	453
G003721	671	2126	291	677	1024	615	4032
G003722	372	656	506	445	260	308	396
G003723	1517	4749	2954	1687	2226	2109	989
G003724	1754	1282	1594	1716	922	1349	939
G003725	53	47	88	90	28	30	1353
G003726	765	791	587	849	644	211	327
G003727	1156	2135	1430	1054	1594	1062	957
G003728	2130	3452	2391	2047	1595	1196	456
G003729	806	419	1035	1130	161	520	1491
G003730	1414	2304	476	1594	1603	1313	2148
G003731	1574	692	1796	1950	724	1523	598
G003732	491	579	610	466	255	251	540
G003733	8251	3593	8627	8354	2772	6060	462
G003734	504	233	741	851	85	678	660
G003735	1299	3232	702	1084	1471	872	1689
G003736	574	873	894	528	392	596	1500
G003737	3178	4009	7694	3704	1916	4236	1323
G003738	1333	706	2746	1788	249	2371	1135
G003739	1715	6219	1848	1707	3341	1973	1203
G003740	1959	2472	4030	2303	992	2236	1800
G003741	11463	8830	5799	12454	4583	9004	984
G003742	1359	3158	762	1496	1498	1295	1196
G003743	1261	492	1099	1241	404	2288	288
G003744	208	316	381	231	132	301	1086
G003745	293	597	366	359	184	551	3318
G003746	118	536	79	132	272	388	2208
G003747	1777	713	1958	2191	453	1118	312
G003748	1446	5040	1270	1621	2254	1795	741
G003749	1759	1870	1085	1770	1243	1802	2646
G003750	12748	17654	6472	17109	9777	12295	804
G003751	2384	8526	2676	2330	4392	3289	759
G003752	761	1281	1254	997	427	783	2712
G003753	1486	3884	1548	1745	1513	1753	1296
G003754	296	168	113	216	144	66	2079
G003755	2643	6570	2528	3180	3310	3338	1213
G003756	333	370	655	450	85	516	2037
G003757	4338	5624	2081	4309	3079	3648	996
G003758	849	798	1011	952	292	396	525
G003759	590	2052	562	628	680	750	2817
G003760	187	904	225	163	490	344	867
G003761	464	1064	446	421	284	758	3399
G003762	1996	916	1653	3059	573	2404	321
G003763	658	584	791	650	199	387	2247
G003764	346	1303	341	399	554	519	1497
G003765	1652	4604	517	1813	2219	1664	1305
G003766	607	336	581	723	229	333	660
G003767	290	273	550	314	100	210	609
G003768	14290	13511	20737	26108	7396	17231	336
G003769	4041	16336	5110	4382	5452	6400	3225
G003770	333	1332	305	284	540	486	1101
G003771	451	859	251	451	339	472	663
G003772	480	666	385	540	168	366	5793
G003773	874	1938	2098	1127	654	1371	2163
G003774	847	988	1602	875	379	519	914
G003775	288	319	375	406	122	200	3204
G003776	590	2156	295	567	780	821	1729
G003777	478	417	739	507	164	374	1425
G003778	451	980	292	410	380	374	1227
G003779	408	394	227	416	157	183	609
G003780	761	522	643	873	301	452	1553
G003781	150	277	186	184	134	198	1730
G003782	621	1721	1027	669	604	749	2560
G003783	11222	8951	9204	12873	4895	5918	534
G003784	1068	616	1172	1288	280	852	561
G003785	181	225	152	246	70	129	1740
G003786	176	225	199	140	119	165	708
G003787	119	118	55	149	67	46	1461
G003788	406	257	404	400	70	324	867
G003789	957	1994	2052	1003	1197	916	474
G003790	71	265	80	103	93	119	1768
G003791	460	2747	407	563	875	870	786
G003792	3728	29869	3360	4631	8704	7343	912
G003793	727	1023	451	607	428	325	1586
G003794	1233	6303	1582	1546	2485	2743	1008
G003795	2544	2186	1436	3043	1025	2024	1434
